,sum_sq,df,F,PR(>F),signif
C(poss_follow_to),1.2426075268816954,1.0,1.0865783356688727,0.29740059438784583,False
C(lead_status),59.338709677419956,2.0,25.94389419313729,8.423037781961505e-12,True
C(lead_status):C(poss_follow_to),5.876344086021282,2.0,2.5692376871520968,0.07693503980993444,False
Residual,1694.8104838709673,1482.0,,,False
