game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,7,10,0:07:38,0:04:22,0:00:00,55,CHI,sub,,,,,Luke Kornet,Wendell Carter Jr.,,,,Wendell Carter Jr.,,,,,,sub,,,,,,SUB: Kornet FOR Carter Jr.
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,8,10,0:07:38,0:04:22,0:00:00,57,CHI,free throw,,,,,,,2.0,,2.0,Lauri Markkanen,1.0,,,made,,Free Throw 2 of 2,,,,,,Markkanen Free Throw 2 of 2 (6 PTS)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,8,10,0:07:28,0:04:32,0:00:10,58,CHI,foul,,,,,,,,Cody Zeller,,Luke Kornet,,,p.foul,,,p.foul,,,,,,Kornet P.FOUL (P1.T2) (R.Mott)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,8,13,0:07:21,0:04:39,0:00:07,60,CHA,shot,Dwayne Bacon,,,,,,,,,P.J. Washington,3.0,,,made,,Jump Shot,22.0,-222.0,16.0,2.8,87.4,Washington  3PT Jump Shot (6 PTS) (Bacon 1 AST)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,10,13,0:07:10,0:04:50,0:00:11,62,CHI,shot,Zach LaVine,,,,,,,,,Lauri Markkanen,2.0,,,made,,Layup,2.0,6.0,20.0,24.4,7.0,Markkanen 2' Layup (8 PTS) (LaVine 1 AST)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,10,16,0:07:00,0:05:00,0:00:10,64,CHA,shot,Cody Zeller,,,,,,,,,P.J. Washington,3.0,,,made,,Jump Shot,25.0,-130.0,215.0,12.0,67.5,Washington 25' 3PT Jump Shot (9 PTS) (Zeller 1 AST)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,10,16,0:06:43,0:05:17,0:00:17,66,CHI,miss,,,,,,,,,,Zach LaVine,0.0,,,missed,,unknown,2.0,14.0,18.0,23.6,6.8,MISS LaVine 2' Driving Layup
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,10,16,0:06:40,0:05:20,0:00:03,67,CHA,rebound,,,,,,,,,,Miles Bridges,,,,,,rebound defensive,,,,,,Bridges REBOUND (Off:0 Def:3)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,10,16,0:06:37,0:05:23,0:00:03,68,CHA,turnover,,,,,,,,,,Miles Bridges,,,bad pass ,,Zach LaVine,bad pass ,,,,,,"LaVine STEAL (1 STL), Bridges Bad Pass Turnover (P1.T3)"
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,12,16,0:06:32,0:05:28,0:00:05,70,CHI,shot,Zach LaVine,,,,,,,,,Otto Porter Jr.,2.0,,,made,,Layup,3.0,19.0,22.0,23.1,7.2,Porter Jr. 3' Layup (2 PTS) (LaVine 2 AST)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Terry Rozier,1,12,16,0:06:30,0:05:30,0:00:02,72,,timeout,,,,,,,,,,,,,,,, timeout: regular,,,,,,HORNETS Timeout: Regular (Full 1 Short 0)
0021900003,2019-2020 Regular Season,10/23/2019,Otto Porter Jr.,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Devonte' Graham,1,12,16,0:06:30,0:05:30,0:00:00,73,CHA,sub,,,,,Devonte' Graham,Terry Rozier,,,,Terry Rozier,,,,,,sub,,,,,,SUB: Graham FOR Rozier
0021900003,2019-2020 Regular Season,10/23/2019,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Coby White,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Devonte' Graham,1,12,16,0:06:30,0:05:30,0:00:00,74,CHI,sub,,,,,Coby White,Otto Porter Jr.,,,,Otto Porter Jr.,,,,,,sub,,,,,,SUB: White FOR Porter Jr.
0021900003,2019-2020 Regular Season,10/23/2019,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Coby White,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Devonte' Graham,1,12,16,0:06:15,0:05:45,0:00:15,77,CHA,foul,,,,,,,,Luke Kornet,,Cody Zeller,,,off.foul,,,off.foul,,,,,,Zeller OFF.Foul (P2) (R.Mott)
0021900003,2019-2020 Regular Season,10/23/2019,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Coby White,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Devonte' Graham,1,12,16,0:06:15,0:05:45,0:00:00,79,CHA,turnover,,,,,,,,,,Cody Zeller,,,offensive foul turnover,,,offensive foul turnover,,,,,,Zeller Offensive Foul Turnover (P1.T4)
0021900003,2019-2020 Regular Season,10/23/2019,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Coby White,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Devonte' Graham,1,12,16,0:06:04,0:05:56,0:00:11,80,CHI,miss,,,,Miles Bridges,,,,,,Tomas Satoransky,0.0,,,missed,,Layup,3.0,19.0,23.0,23.1,7.3,"MISS Satoransky 3' Layup, Bridges BLOCK (1 BLK)"
0021900003,2019-2020 Regular Season,10/23/2019,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Coby White,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Devonte' Graham,1,12,16,0:06:00,0:06:00,0:00:04,81,CHI,rebound,,,,,,,,,,Luke Kornet,,,,,,rebound offensive,,,,,,Kornet REBOUND (Off:1 Def:0)
0021900003,2019-2020 Regular Season,10/23/2019,Lauri Markkanen,Zach LaVine,Tomas Satoransky,Luke Kornet,Coby White,Miles Bridges,P.J. Washington,Cody Zeller,Dwayne Bacon,Devonte' Graham,1,12,16,0:06:00,0:06:00,0:00:00,82,CHI,miss,,,,,,,,,,Luke Kornet,0.0,,,missed,,unknown,1.0,0.0,-6.0,25.0,4.4,MISS Kornet 1' Tip Layup Shot
